ticker,name,isin,currency,type,description,maxsalefee,minInvestment,minInvestmentCurr,nav,navDate,monthPerf,month3Perf,month6Perf,month9Perf,perfYear,perf3Year,perf5Year,perf7Year,perf10Year,category,typeDividend,typeIndex,srri,msrating,mscategory
VCOR,VanEck Vectors Oil Refiners ETF (dis),US92189F5851,USD,COM-FF,COM,5,1000,EUR,29.60899925,09.02.2022,2.1736354821233,-2.2518165401719,7.6886706673941,-0.44048419636852,9.0574919244638,1.0330632932972,7.0709048095949,,,COM-FF,TRUE,TRUE,,,
ISHBSC,iShares MSCI Brazil Small-Cap ETF (dis),US4642891315,USD,BOND-BRA,BOND,5,1000,EUR,14.5,09.02.2022,17.313915857605,-3.0748663101604,-18.539325842697,-20.14978798392,-12.466042861455,-3.3135617911792,1.5841350663551,2.7152952101524,-5.9326419542439,BOND-BRA,TRUE,TRUE,,,
SSMMAG,SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF,IE00BQWJFQ70,EUR,BAL-BAL-USD,BAL,5,100,EUR,31.94499969,09.02.2022,-3.401874811007,-2.7845404747413,-1.3738808274159,1.9792498004789,5.6906534325889,,,,,BAL-BAL-USD,FALSE,TRUE,5,3,USD Moderate Allocation
XTPES,Xtrackers LPX Private Equity Swap UCITS ETF 1C,LU0322250712,EUR,EQ-PE,EQ,5,100,EUR,101.5599976,09.02.2022,-3.8439689452755,-10.689788596152,-0.073203560999024,17.627982395182,36.776907920697,25.063143818983,15.332315220334,13.467271298188,16.266344304292,EQ-PE,FALSE,TRUE,6,4,Sector Equity Private Equity
INVPSEH,Invesco Preferred Shares UCITS ETF EUR Hdg  (dis),IE00BDT8V027,EUR,BOND-USD,BOND,5,100,EUR,17.74749947,09.02.2022,-5.5506772039062,-8.3668938455184,-9.2594012833295,-8.5180412371134,-7.8698055908843,-2.5837090152407,,,,BOND-USD,TRUE,TRUE,6,,Other Bond
XTPHPL,Xtrackers Physical Platinum EUR Hedged ETC,DE000A1EK0H1,EUR,COM-PRMET,COM,5,100,EUR,61.97000122,09.02.2022,7.1589140584472,-2.3479357075323,3.8719409989943,-18.385354932174,-14.39425334991,,,,,COM-PRMET,FALSE,TRUE,,,Commodities - Precious Metals
PARUSSCP,BNP Paribas Funds US Small Cap USD (Privilege),LU0823411458,USD,EQ-US-SC,EQ,3,1000,EUR,323.9299927,08.02.2022,-4.538354993664,-12.503376370807,-3.7555337671212,-5.9627834063924,-1.3851680467608,14.59774253856,11.556431220481,10.784554700764,,EQ-US-SC,FALSE,TRUE,6,3,US Small-Cap Equity
PAREUSCP,BNP Paribas Funds Europe Small Cap EUR (Privilege),LU0212180813,EUR,EQ-EU-SC,EQ,3,100,EUR,236.7799988,08.02.2022,-7.4644364545881,-8.8360990259115,-9.2344846091923,-3.7049086990117,3.9283676425405,8.7384746719786,7.5837745488185,7.2664254795401,-10.941241547553,EQ-EU-SC,FALSE,TRUE,6,2,Europe Mid-Cap Equity
ISHETSS,iShares Expanded Tech-Software Sector ETF (dis),US4642875151,USD,EQ-SEC-TECH-US,EQ,5,1000,EUR,360.1300049,09.02.2022,-0.73047025745631,-19.215325601741,-12.246887107386,3.9336219336219,-5.6287833128063,21.859749400321,24.631190387734,21.418632103025,,EQ-SEC-TECH-US,TRUE,TRUE,,,
FIAARS,First Trust Alternative Absolute Return Strategy ETF (dis),US33740Y1010,USD,COM-ALSEC,COM,5,1000,EUR,31.11599922,09.02.2022,6.45227505987,-1.1217388541104,6.5105771205586,1.190243902439,10.851442821518,5.1818455097791,1.3765794424379,,,COM-ALSEC,TRUE,TRUE,,,
CAMTR,Cambria Tail Risk ETF (dis),US1320618622,USD,BAL-TR-USD,BAL,5,1000,EUR,17.35000038,09.02.2022,-1.4764338444066,-4.6173975667816,-7.4419845292078,-7.6882149507848,-13.501710023831,-5.7452491699334,,,,BAL-TR-USD,TRUE,TRUE,,,Trading--Inverse Equity
ISHCAA,iShares Core Aggressive Allocation ETF (dis),US4642898591,USD,BAL-DYN-USD,BAL,5,1000,EUR,70.81289673,09.02.2022,-1.5940800444691,-3.6034576640348,-0.768900921504,0.97376301154999,5.833059333433,11.192018915959,7.8101094564759,6.1991142230319,7.0978936800335,BAL-DYN-USD,TRUE,TRUE,,,
ISHAPYA,iShares Asia Property Yield UCITS ETF (acc),IE00BGDPWV87,EUR,REAL-ASPAC,REAL,5,100,EUR,4.692500114,09.02.2022,-2.3311478821938,-3.6447638603696,-4.5075295075295,-1.7791732077446,5.4257470231409,-0.72527701875634,,,,REAL-ASPAC,FALSE,TRUE,6,,Property - Indirect Asia
XTSP52,Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF 1C USD,LU0411078552,USD,EQ-US-LC,EQ,5,1000,EUR,164.2100067,09.02.2022,-4.7837179635858,-4.8140741384807,6.1199431304123,16.29191600864,36.500415627598,36.331408218803,27.614668118981,23.192208814952,,EQ-US-LC,FALSE,TRUE,7,,Trading - Leveraged/Inverse Equity
LYN1D2L,Lyxor Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc,FR0010342592,EUR,EQ-SEC-TECH-US,EQ,5,100,EUR,773,09.02.2022,-9.8647388059702,-15.648188563946,-1.6539440203562,21.732283464567,21.369131731826,56.131255694261,41.252932895829,36.075228414,38.769664531075,EQ-SEC-TECH-US,FALSE,TRUE,7,,Trading - Leveraged/Inverse Equity
DBMFS,iM DBi Managed Futures Strategy ETF (dis),US53700T8273,USD,ALT-HDGF,ALT,5,1000,EUR,25.94000053,09.02.2022,-0.42226487523992,-10.767113863089,-6.150506512301,-9.1736694677871,-3.2089552238806,,,,,ALT-HDGF,TRUE,TRUE,,,Managed Futures
WTMFS,WisdomTree Managed Futures Strategy Fund (dis),US97717W1255,USD,ALT-HDGF,ALT,5,1000,EUR,34.88000107,09.02.2022,-0.042986101160625,-4.4645302656806,-14.635340186001,-16.032739528166,-9.8241985522234,-3.2713964006964,-3.0391506197443,-3.1565188804953,-2.3203846229387,ALT-HDGF,TRUE,TRUE,,3,Managed Futures
VANTIS,Vanguard Total International Stock ETF (dis),US9219097683,USD,EQ-GLB,EQ,5,1000,EUR,63.16579819,09.02.2022,-0.55761964735517,-4.1708260638701,-3.5783849793925,-4.4101089588378,-0.85418301679486,7.9878325310363,5.5832885900024,3.5949763031528,3.3371796954675,EQ-GLB,TRUE,TRUE,,,
WTBCO,WisdomTree Brent Crude Oil (dis),JE00B78CGV99,USD,COM-FF,COM,5,1000,EUR,40.68000031,09.02.2022,12.189740761169,12.189740761169,40.034423407917,44,65.298659081674,20.396232356581,13.111358932416,3.561237508634,,COM-FF,TRUE,TRUE,,,Commodities - Energy
VANTWS,Vanguard Total World Stock Market ETF (dis),US9220427424,USD,EQ-GLB,EQ,5,1000,EUR,104.3478012,09.02.2022,-1.558679245283,-4.1537613667677,-0.84777651083238,1.4365704286964,6.7387479541735,13.995571230362,10.443945851788,8.0930492527458,8.238205609071,EQ-GLB,TRUE,TRUE,,3,$FOCA$WB$$
ISHMMAI,iShares Morningstar Multi-Asset Income ETF (dis),US46432F8757,USD,BAL-TR-USD,BAL,5,1000,EUR,23.39999962,09.02.2022,-0.97333897587812,-3.6442248301421,-3.2402123753287,-2.4593580658608,-1.9279128248114,-1.3306952651841,-1.0992109156411,-1.4548330105127,,BAL-TR-USD,TRUE,TRUE,,,
ISHCCA,iShares Core Conservative Allocation ETF (dis),US4642898831,USD,BAL-CONS-USD,BAL,5,1000,EUR,38.79999924,09.02.2022,-1.7970134143255,-3.9009287925697,-3.0726954783912,-1.8963337547408,-0.9279071786413,4.8330553804229,3.3508136624582,2.5461824074417,2.6091929503463,BAL-CONS-USD,TRUE,TRUE,,,
ISHCGA,iShares Core Growth Allocation ETF (dis),US4642898674,USD,BAL-DYN-USD,BAL,5,1000,EUR,55.52069855,09.02.2022,-1.5241220290883,-3.7267274609458,-1.6462356067316,-0.16058262902356,3.1695623896683,8.6757806453814,5.9986402320076,4.747254241573,5.4001982001874,BAL-DYN-USD,TRUE,TRUE,,,
ISHCMA,iShares Core Moderate Allocation ETF (dis),US4642898757,USD,BAL-BAL-USD,BAL,5,1000,EUR,44.19630051,09.02.2022,-1.5014486293737,-3.8374673629243,-2.5547348693639,-1.2814384632566,0.48975805406439,6.1106520554668,4.2948269602328,3.342515166358,3.6304457152002,BAL-BAL-USD,TRUE,TRUE,,,
FFSRCB,Fidelity - Sustainable Reduced Carbon Bond Fund A-ACC-EUR (hedged),LU0417495982,EUR,BOND-GLB,BOND,3.5,100,EUR,10.71000004,08.02.2022,-3.3393501805054,-5.6387665198238,-6.3811188811189,-4.6304541406946,-6.2171628721541,1.4081848317278,,,,BOND-GLB,FALSE,FALSE,4,,Global Corporate Bond
XTPO,Xtrackers Portfolio UCITS ETF 1C,LU0397221945,EUR,BAL-DYN-EUR,BAL,5,100,EUR,275.2000122,09.02.2022,-2.652989034312,-3.4893915483079,-0.82882882882883,2.3238520171035,6.0092449922958,9.4569423475683,6.2468896252983,5.3792085705799,7.0463546820526,BAL-DYN-EUR,FALSE,TRUE,5,5,EUR Moderate Allocation - Global
FESREG,Fidelity Sustainable Research Enhanced Global Equity UCITS ETF,IE00BKSBGV72,EUR,EQ-GLB,EQ,5,100,EUR,6.679999828,09.02.2022,-2.9069767441861,-1.8368846436444,4.0174400498287,10.871369294606,19.479869072958,,,,,EQ-GLB,FALSE,TRUE,6,,Global Large-Cap Blend Equity
FESREUS,Fidelity Sustainable Research Enhanced US Equity UCITS ETF,IE00BKSBGS44,EUR,EQ-US,EQ,5,100,EUR,6.855000019,09.02.2022,-3.4778935511124,-0.59454756380509,6.2461252324861,14.25,22.301516503122,,,,,EQ-US,FALSE,TRUE,6,,US Large-Cap Blend Equity
FESREE,Fidelity Sustainable Research Enhanced Europe Equity UCITS ETF,IE00BKSBGT50,EUR,EQ-EU,EQ,5,100,EUR,7.520999908,09.02.2022,-2.7289187790999,-1.0655090765588,1.9686000162694,8.984205187654,20.191769876149,,,,,EQ-EU,FALSE,TRUE,6,,Europe Large-Cap Blend Equity
LYNPS,Lyxor Portfolio Strategy UCITS ETF (dis),DE000ETF7011,EUR,BAL-DYN-EUR,BAL,5,100,EUR,150.7400055,09.02.2022,-1.4126880313931,-2.3704663212435,0.23939353637452,5.030657748049,8.0573476702509,9.0121566293079,,,,BAL-DYN-EUR,TRUE,TRUE,5,5,EUR Moderate Allocation - Global
VVMAC,VanEck Vectors Multi-Asset Conservative Allocation UCITS ETF (dis),NL0009272764,EUR,BAL-CONS-EUR,BAL,5,100,EUR,61.93999863,09.02.2022,-2.3490461926533,-2.9352907161696,-2.2325205510588,0.71544715447154,2.1520538434009,3.7211779285258,2.1723826444301,1.6899331021732,2.3252425340495,BAL-CONS-EUR,TRUE,TRUE,,,
XTWS,Xtrackers MSCI World Swap UCITS ETF 4C Hedged,LU0659579733,EUR,EQ-GDM,EQ,5,100,EUR,33.2159996,09.02.2022,-1.9048462833348,-2.8374188264202,1.6837078307721,6.8210323203087,14.148252517269,,,,,EQ-GDM,FALSE,TRUE,6,,Global Large-Cap Blend Equity
VANAWU,Vanguard FTSE All-World UCITS ETF USD Accumulation,IE00BK5BQT80,USD,EQ-GDM,EQ,5,1000,EUR,115.0599976,09.02.2022,-1.2868908716541,-2.6565119117558,0.84136898933163,3.6950252343187,9.85297135484,,,,,EQ-GDM,FALSE,TRUE,5,,Global Large-Cap Blend Equity
ISHUSAB,iShares Core U.S. Aggregate Bond ETF (dis),US4642872265,USD,BOND-INGR-USD,BOND,5,1000,EUR,110.5799026,09.02.2022,-1.6980176015646,-4.176863084922,-4.3872277545331,-3.5163598289853,-5.3821339950372,1.0136521014161,0.40468550245327,-0.048772542391606,0.042966385192322,BOND-INGR-USD,TRUE,TRUE,,,
ISHSP5MV,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedgeed,IE00BYX8XD24,EUR,EQ-US-LC,EQ,5,100,EUR,8.602999687,09.02.2022,-1.1944412541633,0.27975288495161,4.2156268927922,8.0643135284512,17.191118376243,14.076484649746,10.773936755939,,,EQ-US-LC,FALSE,TRUE,6,,US Large-Cap Blend Equity
ISHN100EH,iShares Nasdaq 100 UCITS ETF EUR Hedged (Acc),IE00BYVQ9F29,EUR,EQ-SEC-TECH-US,EQ,5,100,EUR,9.553999901,09.02.2022,-4.287717892206,-8.1169455664551,-1.5051546391752,7.9426053553271,8.5065303804656,27.590329294373,,,,EQ-SEC-TECH-US,FALSE,TRUE,6,,US Large-Cap Growth Equity
ISHNUSBI,iShares Nasdaq US Biotechnology UCITS ETF USD,IE00BYXG2H39,USD,EQ-SEC-HC,EQ,5,1000,EUR,6.057499886,09.02.2022,-5.240516229957,-14.381625441696,-22.28992944195,-10.425138632163,-21.674478745757,7.8701357231339,,,,EQ-SEC-HC,FALSE,TRUE,6,4,Sector Equity Biotechnology
ISHGEH,iShares Gold EUR Hedged ETF (CH),CH0104136319,EUR,COM-PRMET,COM,5,100,EUR,101.1999969,09.02.2022,2.1190716448032,-0.019758940920767,5.1319343444837,-1.1525688611057,-1.7666472529606,9.3073202549924,5.493868926919,3.247949245122,-1.4600198049655,COM-PRMET,FALSE,TRUE,5,,Commodities - Precious Metals
ISHDMPYEH,iShares Developed Markets Property Yield UCITS ETF EUR Hedged,IE00BDZVHD04,EUR,REAL-GLB,REAL,5,100,EUR,6.395500183,09.02.2022,-4.3806533602452,-3.1205029160039,-1.2506755191847,6.1317623630933,17.694147957306,4.0539329284904,,,,REAL-GLB,FALSE,TRUE,6,,Property - Indirect Global
ISHWSR,iShares MSCI World ESG Screened UCITS ETF,IE00BFNM3J75,USD,EQ-GLB-LC,EQ,5,1000,EUR,8.012000084,09.02.2022,-1.9339045287638,-3.5163776493256,1.110550227158,5.5043455359494,12.829178988875,18.231992504098,,,,EQ-GLB-LC,FALSE,TRUE,6,4,Global Large-Cap Blend Equity
WTN13XL,WisdomTree NASDAQ 100 3x Daily Leveraged,IE00BLRPRL42,USD,EQ-SEC-TECH-US,EQ,5,1000,EUR,180.6900024,09.02.2022,-14.429816253078,-25.797708512997,-9.3399563483104,17.541063587575,16.038917252673,73.846280371693,56.814402403748,47.434263302221,,EQ-SEC-TECH-US,FALSE,TRUE,,,Trading - Leveraged/Inverse Equity
SSSPGD,SPDR S&P Global Dividend Aristocrats UCITS ETF (dis),IE00B9CQXS71,EUR,EQ-HD-GLB,EQ,5,100,EUR,30.73999977,09.02.2022,-2.4436686766106,3.8338118561054,4.7716428084526,4.5400442101683,16.527672479151,,,,,EQ-HD-GLB,TRUE,TRUE,6,1,Global Equity Income
INDLE,Invesco Dynamic Leisure and Entertainment ETF (dis),US46137V7203,USD,EQ-SEC-CYC,EQ,5,1000,EUR,49.61999893,09.02.2022,1.6386726751331,-5.2510979568455,1.0487730373689,11.006711409396,11.071068023754,5.1750114629247,3.8851335356307,4.904220801634,9.2795352450624,EQ-SEC-CYC,TRUE,TRUE,,,
XTSE600,Xtrackers Stoxx Europe 600 UCITS ETF 1C,LU0328475792,EUR,EQ-EU-LC,EQ,5,100,EUR,107.9400024,09.02.2022,-2.7917867435159,-1.8905653517542,1.2000750046878,7.8321678321678,17.954321932029,12.616789766882,8.1188705559809,6.4509083765798,9.062381098051,EQ-EU-LC,FALSE,TRUE,6,4,Europe Large-Cap Blend Equity
BNPEARTC,"BNP Paribas Funds Environmental Absolute Return Thematic Equity [Classic RH CZK, C] acc",LU2192435027,CZK,EQ-ECO-GLB,EQ,3,25000,EUR,884.9299927,07.02.2022,-12.683157863578,-31.512796898097,-27.683481927612,-24.26397589949,-40.48930403965,,,,,EQ-ECO-GLB,FALSE,FALSE,,,
BNPEARTE,"BNP Paribas Funds Environmental Absolute Return Thematic Equity [Classic RH EUR, C] acc",LU2066067542,EUR,EQ-ECO-GLB,EQ,3,100,EUR,84.23000336,07.02.2022,-13.209685729006,-32.421373555841,-28.937821648528,-25.618156128576,-41.19659313041,,,,,EQ-ECO-GLB,FALSE,FALSE,,,
BNPEARTU,BNP Paribas Funds Environmental Absolute Return Thematic Equity USD acc,LU2066067385,USD,EQ-ECO-GLB,EQ,3,1000,EUR,82.13999939,07.02.2022,-13.189600507292,-32.261256803563,-28.629768007646,-25.238918722126,-41.562322140011,,,,,EQ-ECO-GLB,FALSE,FALSE,,,
BNPEARTD,BNP Paribas Funds Environmental Absolute Return Thematic Equity USD (dis),LU2066067468,USD,EQ-ECO-GLB,EQ,3,1000,EUR,83.19999695,07.02.2022,-13.179588855265,-32.25858980622,-28.620452985587,-25.233644859813,-44.787311699516,,,,,EQ-ECO-GLB,TRUE,FALSE,,,
INWHCE,Invesco WilderHill Clean Energy ETF (dis),US46137V1347,USD,EQ-SEC-ENE-EC,EQ,5,1000,EUR,58.20000076,09.02.2022,-12.428528438158,-37.163074777021,-31.88202247191,-28.050438867598,-57.308467594046,31.938676930983,25.358282023038,12.077228352196,6.0814204949773,EQ-SEC-ENE-EC,TRUE,TRUE,,,
DE5GNGC,Defiance 5G Next Gen Connectivity ETF (dis),US26922A2895,USD,EQ-SEC-TEL,EQ,5,1000,EUR,39.22499847,09.02.2022,-2.4253731343284,-3.6240786240786,1.8037892551259,7.7018121911038,7.5868992207664,,,,,EQ-SEC-TEL,TRUE,TRUE,,,
FIING,First Trust Indxx NextG ETF (dis),US33737K2050,USD,EQ-SEC-TEL,EQ,5,1000,EUR,79.20269775,09.02.2022,-2.4477152358665,-1.9040128808521,1.8673762842311,6.1840729320284,6.9194216828435,19.821537363224,12.516324016269,10.74409998106,11.214749451441,EQ-SEC-TEL,TRUE,TRUE,,,
LYWCCH,Lyxor MSCI World Climate Change (DR) UCITS ETF - Acc,LU2056739464,EUR,EQ-ECO-GLB,EQ,5,1000,EUR,6.267000198,09.02.2022,-3.5846153846154,-3.4955343393902,3.2624814631735,-7.7975577460644,-2.4287716020551,,,,,EQ-ECO-GLB,FALSE,TRUE,,,
LEGEL,L&G Ecommerce Logistics UCITS ETF,IE00BF0M6N54,USD,EQ-SEC-TECH,EQ,5,1000,EUR,16.60499954,09.02.2022,-2.6613517791195,-6.8662643304242,-7.4445670713354,-3.5378180550714,5.7650048726425,25.158505654703,,,,EQ-SEC-TECH,FALSE,TRUE,5,3,Sector Equity Technology
ISHEPYA,iShares European Property Yield UCITS ETF (acc),IE00BGDQ0L74,EUR,REAL-EU,REAL,5,100,EUR,5.633999825,09.02.2022,-4.2813455657492,-8.2918253735716,-10.792323769713,0.69705093833781,6.3681159967527,2.4769315492985,,,,REAL-EU,FALSE,TRUE,6,,Property - Indirect Europe
WTCOPP,WisdomTree Copper,GB00B15KXQ89,USD,COM-PRMET,COM,5,1000,EUR,40.56999969,09.02.2022,4.34670781893,5.0220036241263,6.8193786203265,-3.9081004263382,22.493961352657,16.014109214537,9.4182524372874,6.4096564951656,-0.55086749769804,COM-PRMET,FALSE,TRUE,,,Commodities - Industrial & Broad Metals
ISHCOST,iShares Cohen & Steers REIT ETF (dis),US4642875649,USD,REAL-US,REAL,5,1000,EUR,68.77999878,09.02.2022,-5.0393483363247,-3.1062900612805,0.2492384381058,11.025020177563,23.239562802365,8.729554357438,6.5682143308019,4.398278469941,6.1961185434313,REAL-US,TRUE,TRUE,,,
ISHRMRE,iShares Residential and Multisector Real Estate ETF (dis),US4642885622,USD,REAL-US,REAL,5,1000,EUR,92.15000153,09.02.2022,-3.2241125813905,0.49073064340239,3.7666798040651,16.409802930773,31.081081081081,9.8022690093424,8.3403631859005,5.8498459471261,7.196316547292,REAL-US,TRUE,TRUE,,,
ISHSPUS,iShares S&P U.S. Banks UCITS ETF,IE00BD3V0B10,USD,EQ-SEC-FIN-US,EQ,5,1000,EUR,6.962500095,09.02.2022,-0.62089637453611,4.6441722401743,15.694582917913,11.080089342693,34.437150028963,16.192751229479,,,,EQ-SEC-FIN-US,FALSE,TRUE,7,3,Sector Equity Financial Services
GLOLITB,Global X Lithium & Battery Tech ETF (dis),US37954Y8553,USD,COM-PRMET,COM,5,1000,EUR,78.08989716,09.02.2022,-3.6165144408788,-17.530995881297,-8.9489885151286,25.58684464458,10.597957709576,40.194725167714,24.071879868514,19.288363286322,8.6004150080465,COM-PRMET,TRUE,TRUE,,,
CPRFFG,CPR Invest - Food For Generations - A USD - ACC,LU2013745885,USD,EQ-SEC-DEF,EQ,5,1000,EUR,118.5400009,08.02.2022,-4.9093534413605,-4.4032258064516,-3.5240498087409,-4.7947955987471,4.8469839023527,,,,,EQ-SEC-DEF,FALSE,FALSE,,,
CPRGLS,CPR Invest - Global Lifestyles - A CZK - Acc,LU1989767170,CZK,EQ-SEC-CYC,EQ,5,25000,EUR,98.90000153,07.02.2022,-8.3410565338276,-13.902672586402,-11.82239657632,-8.4852410474692,-7.2841473703947,-10.734683202534,-6.9546527244553,,,EQ-SEC-CYC,FALSE,FALSE,,,
